id,price_max,mean_true
14222,Work In Progess,206.28
13896,Work In Progess,207.13
15867,Work In Progess,206.25
14883,Work In Progess,206.29
15538,Work In Progess,205.86
14229,Work In Progess,206.07
14227,Work In Progess,205.46
14888,Work In Progess,204.5
14889,Work In Progess,205.78
13903,Work In Progess,207.16
15218,Work In Progess,205.81
15543,Work In Progess,205.47
15548,Work In Progess,206.18
15876,Work In Progess,205.32
15657,Work In Progess,206.89
15656,Work In Progess,205.51
15220,Work In Progess,207.12
15221,Work In Progess,206.96
14898,Work In Progess,206.72
14784,Work In Progess,204.48
13914,Work In Progess,206.7
15442,Work In Progess,206.78
15552,Work In Progess,207.17
13917,Work In Progess,205.96
14245,Work In Progess,206.87
13916,Work In Progess,206.31
14243,Work In Progess,205.4
14577,Work In Progess,205.29
14576,Work In Progess,206.02
14248,Work In Progess,207.15
15892,Work In Progess,204.83
15012,Work In Progess,204.96
14799,Work In Progess,205.26
14579,Work In Progess,207.06
13925,Work In Progess,205.73
13927,Work In Progess,206.33
13926,Work In Progess,206.21
14256,Work In Progess,206.4
14259,Work In Progess,205.05
14587,Work In Progess,205.61
14590,Work In Progess,206.76
14589,Work In Progess,206.23
15244,Work In Progess,204.4
14699,Work In Progess,204.71
15574,Work In Progess,206.22
15905,Work In Progess,206.5
13938,Work In Progess,204.69
15250,Work In Progess,206.66
15907,Work In Progess,206.34
14595,Work In Progess,204.68
14596,Work In Progess,206.4
14268,Work In Progess,207.04
15254,Work In Progess,204.36
14376,Work In Progess,206.8
15147,Work In Progess,206.76
13940,Work In Progess,206.78
14932,Work In Progess,205.11
13948,Work In Progess,205.99
13946,Work In Progess,205.57
14931,Work In Progess,207.08
14273,Work In Progess,205.8
14606,Work In Progess,206.34
15592,Work In Progess,206.51
14279,Work In Progess,205.96
13952,Work In Progess,205.93
13954,Work In Progess,206.46
14720,Work In Progess,205.48
14832,Work In Progess,204.77
13958,Work In Progess,206.42
14943,Work In Progess,206.14
15926,Work In Progess,205.71
14614,Work In Progess,205.07
14615,Work In Progess,206.83
15601,Work In Progess,204.99
15929,Work In Progess,206.14
13960,Work In Progess,206.9
13961,Work In Progess,205.98
14620,Work In Progess,207.13
15279,Work In Progess,204.43
13968,Work In Progess,205.6
15280,Work In Progess,206.95
15281,Work In Progess,204.93
14295,Work In Progess,206.12
14626,Work In Progess,206.9
15611,Work In Progess,205.1
15718,Work In Progess,204.96
13972,Work In Progess,204.42
14959,Work In Progess,205.27
14081,Work In Progess,205.47
15286,Work In Progess,206.36
15290,Work In Progess,205.94
14304,Work In Progess,206.64
124332,Work In Progess,206.73
14300,Work In Progess,205.15
15620,Work In Progess,205.59
14635,Work In Progess,204.44
14964,Work In Progess,205.67
15294,Work In Progess,204.6
15295,Work In Progess,206.11
15075,Work In Progess,205.77
14310,Work In Progess,207.05
15183,Work In Progess,206.72
15844,Work In Progess,206.04
14644,Work In Progess,207.04
14647,Work In Progess,205.56
15630,Work In Progess,206.5
15631,Work In Progess,205.29
14315,Work In Progess,205.48
15195,Work In Progess,206.89
14651,Work In Progess,206.88
14100,Work In Progess,204.93
14320,Work In Progess,206.34
14322,Work In Progess,204.58
14653,Work In Progess,206.64
14654,Work In Progess,206.88
14323,Work In Progess,206.84
14657,Work In Progess,206.67
15640,Work In Progess,205.07
15969,Work In Progess,205.14
14770,Work In Progess,206.61
15203,Work In Progess,205.97
15094,Work In Progess,206.85
14119,Work In Progess,205.07
14332,Work In Progess,204.52
14663,Work In Progess,206.06
15645,Work In Progess,204.4
14662,Work In Progess,205.56
15429,Work In Progess,206.36
14665,Work In Progess,205.3
15979,Work In Progess,205.34
14994,Work In Progess,205.33
15653,Work In Progess,206.11
15106,Work In Progess,204.47
14340,Work In Progess,205.06
15658,Work In Progess,206.95
15767,Work In Progess,205.5
15877,Work In Progess,205.11
14343,Work In Progess,205.44
14672,Work In Progess,207.01
14673,Work In Progess,207.05
15879,Work In Progess,205.37
15770,Work In Progess,206.62
13913,Work In Progess,206.47
15113,Work In Progess,204.64
14350,Work In Progess,206.17
14132,Work In Progess,205.45
15664,Work In Progess,206.52
14354,Work In Progess,206.89
14688,Work In Progess,207.21
14356,Work In Progess,205.38
15670,Work In Progess,206.94
15669,Work In Progess,206.24
15453,Work In Progess,206.28
15234,Work In Progess,205.45
15122,Work In Progess,206.1
124397,Work In Progess,205.73
14472,Work In Progess,205.17
14363,Work In Progess,204.62
15676,Work In Progess,205.51
14693,Work In Progess,204.51
14367,Work In Progess,207.08
14697,Work In Progess,204.75
15899,Work In Progess,205.65
15353,Work In Progess,206.3
14151,Work In Progess,204.64
15135,Work In Progess,204.98
15359,Work In Progess,205.46
15356,Work In Progess,205.95
15355,Work In Progess,206.02
15690,Work In Progess,205.77
14703,Work In Progess,205.61
14377,Work In Progess,204.84
14706,Work In Progess,205.32
15034,Work In Progess,205.86
15799,Work In Progess,205.94
14599,Work In Progess,204.39
15145,Work In Progess,205.24
15366,Work In Progess,205.14
15367,Work In Progess,204.95
15477,Work In Progess,205.59
15697,Work In Progess,206.39
15700,Work In Progess,206.8
14386,Work In Progess,206.39
14716,Work In Progess,205.41
15701,Work In Progess,205.46
15043,Work In Progess,205.25
14061,Work In Progess,204.99
15483,Work In Progess,206.21
15487,Work In Progess,205.46
15486,Work In Progess,206.31
14722,Work In Progess,205.1
15380,Work In Progess,205.56
15381,Work In Progess,205.42
15710,Work In Progess,206.79
14725,Work In Progess,207.05
15382,Work In Progess,206.75
15057,Work In Progess,205.71
14730,Work In Progess,205.87
15383,Work In Progess,205.81
14070,Work In Progess,204.85
14510,Work In Progess,204.66
15717,Work In Progess,207.19
15713,Work In Progess,204.83
15712,Work In Progess,206.82
15720,Work In Progess,205.17
14734,Work In Progess,205.84
15829,Work In Progess,206.76
13860,Work In Progess,206.69
14082,Work In Progess,205.17
15179,Work In Progess,206.06
14521,Work In Progess,207.08
15176,Work In Progess,205.22
15068,Work In Progess,204.93
14413,Work In Progess,206.92
15400,Work In Progess,205.6
15730,Work In Progess,206.62
15072,Work In Progess,206.31
14415,Work In Progess,205.13
15079,Work In Progess,206.14
15402,Work In Progess,206.51
15843,Work In Progess,207.17
14859,Work In Progess,206.72
14639,Work In Progess,204.5
14312,Work In Progess,205.17
15515,Work In Progess,204.82
14533,Work In Progess,204.57
14754,Work In Progess,206.69
15081,Work In Progess,206.02
14424,Work In Progess,204.41
14535,Work In Progess,205.98
15089,Work In Progess,204.63
15523,Work In Progess,206.24
14427,Work In Progess,206.84
13886,Work In Progess,206.03
15085,Work In Progess,205.62
15742,Work In Progess,205.71
14873,Work In Progess,205.24
15750,Work In Progess,206.88
15749,Work In Progess,206.24
15420,Work In Progess,205.32
13889,Work In Progess,205.96
14984,Work In Progess,205.18
13891,Work In Progess,205.53
14549,Work In Progess,206.01
15754,Work In Progess,205.97
15098,Work In Progess,204.74
14113,Work In Progess,205.65
15756,Work In Progess,205.56
15210,Work In Progess,205.55
14558,Work In Progess,204.73
15759,Work In Progess,205.38
15430,Work In Progess,205.35
15103,Work In Progess,205.01
14559,Work In Progess,205.99
15109,Work In Progess,206.26
15435,Work In Progess,205.67
15872,Work In Progess,206.38
15327,Work In Progess,205.11
14893,Work In Progess,205.96
15439,Work In Progess,206.88
15771,Work In Progess,206.53
15655,Work In Progess,204.89
14566,Work In Progess,205.27
14238,Work In Progess,206.11
14899,Work In Progess,206.03
15444,Work In Progess,204.69
15558,Work In Progess,204.94
14463,Work In Progess,204.9
14133,Work In Progess,204.62
15446,Work In Progess,206.24
15449,Work In Progess,206.17
14795,Work In Progess,206.94
14797,Work In Progess,205.28
15559,Work In Progess,204.67
14690,Work In Progess,204.4
15454,Work In Progess,205.92
15456,Work In Progess,206.92
15239,Work In Progess,204.9
14142,Work In Progess,206.54
14474,Work In Progess,205.85
14801,Work In Progess,204.93
15460,Work In Progess,204.82
15459,Work In Progess,204.42
14365,Work In Progess,206.02
15461,Work In Progess,206.12
15571,Work In Progess,204.8
14260,Work In Progess,204.64
15139,Work In Progess,204.4
14154,Work In Progess,204.78
15795,Work In Progess,206.36
14812,Work In Progess,206.24
15797,Work In Progess,206.15
15469,Work In Progess,205.17
14158,Work In Progess,205.93
14813,Work In Progess,205.54
14269,Work In Progess,206.33
14485,Work In Progess,204.42
14270,Work In Progess,204.83
15149,Work In Progess,205.58
14491,Work In Progess,205.27
13947,Work In Progess,205.27
14164,Work In Progess,207.19
15806,Work In Progess,206.16
14821,Work In Progess,206.34
14824,Work In Progess,206.33
15151,Work In Progess,204.5
14825,Work In Progess,206.57
15157,Work In Progess,205.04
14610,Work In Progess,205.67
13951,Work In Progess,206.94
15594,Work In Progess,204.48
15817,Work In Progess,206.04
15814,Work In Progess,204.91
14287,Work In Progess,204.62
15812,Work In Progess,206.32
14834,Work In Progess,206.82
14178,Work In Progess,206.76
15495,Work In Progess,206.36
15164,Work In Progess,205.82
15823,Work In Progess,204.61
15169,Work In Progess,205.77
15604,Work In Progess,205.15
15827,Work In Progess,206.28
14513,Work In Progess,205.96
14841,Work In Progess,205.65
14842,Work In Progess,206.67
14844,Work In Progess,206.19
14955,Work In Progess,207.04
15171,Work In Progess,204.54
15174,Work In Progess,206.97
15941,Work In Progess,205.16
14630,Work In Progess,205.97
15613,Work In Progess,205.83
15837,Work In Progess,204.62
15507,Work In Progess,204.96
15505,Work In Progess,204.9
15726,Work In Progess,204.55
14854,Work In Progess,206.99
15839,Work In Progess,206.29
13871,Work In Progess,204.43
13874,Work In Progess,205.08
13872,Work In Progess,205.07
15624,Work In Progess,205.1
14201,Work In Progess,206.23
14530,Work In Progess,204.51
15300,Work In Progess,204.75
14314,Work In Progess,206.42
14534,Work In Progess,206.59
15520,Work In Progess,204.59
15518,Work In Progess,207.19
14643,Work In Progess,205.43
13882,Work In Progess,205.23
15414,Work In Progess,205.75
15199,Work In Progess,205.96
15634,Work In Progess,204.71
15854,Work In Progess,206.89
13888,Work In Progess,207.11
14324,Work In Progess,205.46
14872,Work In Progess,206.95
14217,Work In Progess,205.92
15859,Work In Progess,204.91
15639,Work In Progess,206.7
14439,Work In Progess,205.77
15753,Work In Progess,204.9
14438,Work In Progess,204.65
15205,Work In Progess,206.26
13898,Work In Progess,204.59
14554,Work In Progess,205.77
14882,Work In Progess,205.13
14225,Work In Progess,206.11
15755,Work In Progess,205.29
14886,Work In Progess,207.14
13905,Work In Progess,206.56
14885,Work In Progess,206.32
15434,Work In Progess,206.2
14232,Work In Progess,206.81
15215,Work In Progess,205.61
14122,Work In Progess,205.02
14452,Work In Progess,205.8
14342,Work In Progess,205.8
14564,Work In Progess,205.51
14567,Work In Progess,205.18
14127,Work In Progess,205.43
14455,Work In Progess,206.77
15110,Work In Progess,206.48
13911,Work In Progess,206.67
15553,Work In Progess,205.44
14131,Work In Progess,204.79
15886,Work In Progess,204.45
14902,Work In Progess,204.85
15888,Work In Progess,207.07
14575,Work In Progess,204.61
14573,Work In Progess,206.06
14903,Work In Progess,205.1
14683,Work In Progess,206.69
14469,Work In Progess,206.64
15561,Work In Progess,204.56
13921,Work In Progess,206.82
15452,Work In Progess,206.93
14582,Work In Progess,205.47
14912,Work In Progess,204.43
15898,Work In Progess,204.44
14253,Work In Progess,205.4
15570,Work In Progess,206.12
15893,Work In Progess,206.35
14913,Work In Progess,205.81
15241,Work In Progess,206.53
14585,Work In Progess,207.08
13930,Work In Progess,205.04
15577,Work In Progess,204.56
13937,Work In Progess,205.28
14594,Work In Progess,206.84
14265,Work In Progess,205.94
14263,Work In Progess,204.86
15579,Work In Progess,206.42
15908,Work In Progess,205.01
15365,Work In Progess,206.58
14925,Work In Progess,205.55
15911,Work In Progess,206.97
14928,Work In Progess,206.69
15588,Work In Progess,205.73
15694,Work In Progess,204.99
15589,Work In Progess,205.06
14275,Work In Progess,205.64
15912,Work In Progess,206.11
14274,Work In Progess,204.37
15918,Work In Progess,205.46
14278,Work In Progess,205.77
15267,Work In Progess,204.5
15263,Work In Progess,207
15813,Work In Progess,206.4
15811,Work In Progess,205
15596,Work In Progess,204.91
13956,Work In Progess,205.33
15706,Work In Progess,206.37
14941,Work In Progess,204.65
14942,Work In Progess,206.52
15928,Work In Progess,207
14945,Work In Progess,206.86
15385,Work In Progess,204.83
15276,Work In Progess,205.6
14618,Work In Progess,204.93
15493,Work In Progess,206.58
15605,Work In Progess,204.96
15606,Work In Progess,204.41
14622,Work In Progess,207.07
14294,Work In Progess,206.26
15608,Work In Progess,206.81
14514,Work In Progess,206.36
14296,Work In Progess,204.74
13970,Work In Progess,206.75
15504,Work In Progess,205.73
15063,Work In Progess,204.55
14191,Work In Progess,206.46
15616,Work In Progess,205.14
15288,Work In Progess,205.62
15283,Work In Progess,204.78
15284,Work In Progess,206.66
15618,Work In Progess,204.45
14965,Work In Progess,205.22
15728,Work In Progess,206.57
15292,Work In Progess,205.26
15621,Work In Progess,206.11
15403,Work In Progess,206.01
15073,Work In Progess,204.86
14531,Work In Progess,205.55
14202,Work In Progess,206.95
14200,Work In Progess,206.98
14973,Work In Progess,204.76
15628,Work In Progess,204.36
14642,Work In Progess,205.83
15666,Work In Progess,206.21
14864,Work In Progess,206.53
15192,Work In Progess,206.16
14432,Work In Progess,204.99
15083,Work In Progess,206.8
15633,Work In Progess,204.76
14321,Work In Progess,206.87
14216,Work In Progess,205.12
14652,Work In Progess,204.86
15528,Work In Progess,206.36
15091,Work In Progess,205.11
14764,Work In Progess,204.95
15529,Work In Progess,206.87
14874,Work In Progess,206.37
15534,Work In Progess,207.09
15425,Work In Progess,205.15
14114,Work In Progess,205.8
15646,Work In Progess,206.21
14331,Work In Progess,206.7
15643,Work In Progess,206.98
14552,Work In Progess,206.13
14333,Work In Progess,204.59
15649,Work In Progess,206.75
14774,Work In Progess,206.77
15214,Work In Progess,206.47
13900,Work In Progess,206.51
15433,Work In Progess,204.62
15216,Work In Progess,204.65
14234,Work In Progess,205.68
14563,Work In Progess,204.4
14674,Work In Progess,205.78
14562,Work In Progess,204.74
14236,Work In Progess,205.93
15917,Work In Progess,204.92
15368,Work In Progess,204.78
13908,Work In Progess,205.48
15441,Work In Progess,205.47
15223,Work In Progess,204.76
15445,Work In Progess,206.35
15772,Work In Progess,205.99
15264,Work In Progess,206.95
15010,Work In Progess,205.17
14684,Work In Progess,205.36
124391,Work In Progess,206.47
15121,Work In Progess,205.37
14357,Work In Progess,205.64
14794,Work In Progess,206.37
15451,Work In Progess,204.38
15233,Work In Progess,204.97
14471,Work In Progess,204.51
15673,Work In Progess,205.58
15785,Work In Progess,206.18
14692,Work In Progess,204.53
15348,Work In Progess,204.84
15783,Work In Progess,207.05
14257,Work In Progess,206.66
14588,Work In Progess,206.53
14586,Work In Progess,206.47
15132,Work In Progess,205.8
15465,Work In Progess,205.48
14482,Work In Progess,206.78
15685,Work In Progess,206.59
14371,Work In Progess,206.25
15360,Work In Progess,206.84
15686,Work In Progess,205.32
15362,Work In Progess,205.09
14490,Work In Progess,206.39
14814,Work In Progess,204.38
15581,Work In Progess,207
14161,Work In Progess,207.05
14708,Work In Progess,205.27
14162,Work In Progess,206.71
15146,Work In Progess,205.31
15513,Work In Progess,206.77
14855,Work In Progess,206.74
14712,Work In Progess,207.18
14387,Work In Progess,206.89
15044,Work In Progess,205.5
15371,Work In Progess,205.23
15041,Work In Progess,205.04
13915,Work In Progess,205.19
15265,Work In Progess,206.62
14172,Work In Progess,206.83
14177,Work In Progess,205.28
15485,Work In Progess,204.78
14721,Work In Progess,206.65
14395,Work In Progess,206.92
14726,Work In Progess,205.22
15711,Work In Progess,206.22
15600,Work In Progess,204.52
15055,Work In Progess,205.36
14728,Work In Progess,205.41
14072,Work In Progess,206.46
14181,Work In Progess,204.99
15165,Work In Progess,206.95
15826,Work In Progess,205.64
14185,Work In Progess,204.82
14404,Work In Progess,206.45
15278,Work In Progess,204.59
14291,Work In Progess,206.02
15501,Work In Progess,204.65
13969,Work In Progess,205.39
15502,Work In Progess,204.87
14518,Work In Progess,206.45
14520,Work In Progess,205.51
14410,Work In Progess,206.14
15832,Work In Progess,204.84
14629,Work In Progess,205.93
15399,Work In Progess,205.55
14417,Work In Progess,205.45
14524,Work In Progess,204.88
14856,Work In Progess,206.55
13869,Work In Progess,205.74
14341,Work In Progess,205.7
124304,Work In Progess,206.98
14528,Work In Progess,206.42
15623,Work In Progess,207.09
14641,Work In Progess,206.37
15842,Work In Progess,206.41
15409,Work In Progess,205.56
14713,Work In Progess,204.71
14464,Work In Progess,204.78
14246,Work In Progess,205.11
14901,Work In Progess,206.15
13881,Work In Progess,204.84
14539,Work In Progess,205.1
14214,Work In Progess,205.2
14212,Work In Progess,204.65
15636,Work In Progess,206.92
14215,Work In Progess,204.8
124359,Work In Progess,204.84
14548,Work In Progess,205.15
14546,Work In Progess,205
14547,Work In Progess,206.79
13999,Work In Progess,204.53
15424,Work In Progess,206.54
15202,Work In Progess,206.83
15206,Work In Progess,205.27
15426,Work In Progess,204.36
14112,Work In Progess,206.12
14553,Work In Progess,205.12
14226,Work In Progess,205.81
15535,Work In Progess,204.61
15211,Work In Progess,204.93
14884,Work In Progess,204.53
14228,Work In Progess,204.93
14561,Work In Progess,205.5
15540,Work In Progess,206.9
14121,Work In Progess,204.36
15437,Work In Progess,206.1
15765,Work In Progess,205.31
14235,Work In Progess,206.9
14344,Work In Progess,205.51
14601,Work In Progess,205.79
15184,Work In Progess,205.41
15590,Work In Progess,207.19
14457,Work In Progess,206.44
14569,Work In Progess,205.02
13910,Work In Progess,205
15226,Work In Progess,206.64
14313,Work In Progess,205.6
14388,Work In Progess,206.57
15152,Work In Progess,206.13
15595,Work In Progess,207.16
14467,Work In Progess,206.59
15560,Work In Progess,205.01
15779,Work In Progess,204.46
15556,Work In Progess,206.2
14504,Work In Progess,204.91
15818,Work In Progess,206.9
15564,Work In Progess,206.44
15457,Work In Progess,205.07
15895,Work In Progess,205.78
14144,Work In Progess,206.14
14475,Work In Progess,205.6
14911,Work In Progess,206.63
15679,Work In Progess,206.06
14252,Work In Progess,204.72
14583,Work In Progess,206.74
14915,Work In Progess,204.64
15243,Work In Progess,204.71
15246,Work In Progess,204.85
15467,Work In Progess,205.07
14155,Work In Progess,206.66
15138,Work In Progess,204.74
14484,Work In Progess,204.69
15800,Work In Progess,206.68
14597,Work In Progess,205.17
14701,Work In Progess,204.69
14486,Work In Progess,206.25
15253,Work In Progess,206.87
14160,Work In Progess,204.96
15583,Work In Progess,207.11
14237,Work In Progess,205.58
15545,Work In Progess,206.05
13870,Work In Progess,205.62
15258,Work In Progess,206.88
15481,Work In Progess,205.95
15808,Work In Progess,205.91
15153,Work In Progess,205.06
15112,Work In Progess,204.61
14130,Work In Progess,206.46
15230,Work In Progess,205.28
14462,Work In Progess,205.11
15269,Work In Progess,206.21
15925,Work In Progess,206.87
14613,Work In Progess,206.06
14284,Work In Progess,204.7
15197,Work In Progess,206.2
14542,Work In Progess,204.92
15054,Work In Progess,205.87
14508,Work In Progess,204.68
13854,Work In Progess,205.51
15492,Work In Progess,204.43
15162,Work In Progess,206.18
14509,Work In Progess,205.67
14293,Work In Progess,204.85
15168,Work In Progess,204.74
14183,Work In Progess,204.68
15497,Work In Progess,204.95
15866,Work In Progess,207.09
14512,Work In Progess,206.89
15828,Work In Progess,204.57
14628,Work In Progess,206.75
14224,Work In Progess,204.95
15287,Work In Progess,205.15
14192,Work In Progess,205.01
14302,Work In Progess,207.03
14555,Work In Progess,206.73
15282,Work In Progess,204.76
15510,Work In Progess,206.26
14305,Work In Progess,205.1
14633,Work In Progess,207.15
15143,Work In Progess,205.1
13941,Work In Progess,204.77
15256,Work In Progess,204.65
15260,Work In Progess,206.95
15189,Work In Progess,206.19
15187,Work In Progess,204.74
15625,Work In Progess,205.58
14935,Work In Progess,206.05
14271,Work In Progess,206.88
15584,Work In Progess,205.27
15447,Work In Progess,204.93
14353,Work In Progess,204.73
15883,Work In Progess,206.73
14428,Work In Progess,206.3
15193,Work In Progess,206.85
15927,Work In Progess,207
14285,Work In Progess,206.16
15635,Work In Progess,205.75
14544,Work In Progess,204.76
15856,Work In Progess,205.86
15855,Work In Progess,205.47
14543,Work In Progess,204.6
14765,Work In Progess,206.73
15677,Work In Progess,206.81
15238,Work In Progess,204.61
14111,Work In Progess,205.01
15865,Work In Progess,204.41
13928,Work In Progess,205.79
14441,Work In Progess,206.45
15864,Work In Progess,205.24
15207,Work In Progess,205.34
15904,Work In Progess,205.83
14557,Work In Progess,205.31
14593,Work In Progess,206.18
15869,Work In Progess,205.11
14372,Work In Progess,205.94
14560,Work In Progess,204.45
15541,Work In Progess,205.22
15546,Work In Progess,206.85
15652,Work In Progess,205.73
15212,Work In Progess,205.65
14449,Work In Progess,206.46
14230,Work In Progess,205.35
15159,Work In Progess,207.17
15370,Work In Progess,204.9
15224,Work In Progess,206.74
15549,Work In Progess,204.89
15182,Work In Progess,205.59
15185,Work In Progess,206.83
14311,Work In Progess,205.51
14894,Work In Progess,204.82
15484,Work In Progess,206.61
14501,Work In Progess,204.39
14244,Work In Progess,206.2
15555,Work In Progess,206.58
14242,Work In Progess,204.94
14150,Work In Progess,204.76
14286,Work In Progess,206.52
15126,Work In Progess,205.83
15896,Work In Progess,206.46
15782,Work In Progess,205.76
14255,Work In Progess,205.39
14584,Work In Progess,204.67
15530,Work In Progess,206.35
15562,Work In Progess,206.95
15240,Work In Progess,206.82
13855,Work In Progess,206.05
14442,Work In Progess,206.46
15569,Work In Progess,206.29
14231,Work In Progess,207.19
15573,Work In Progess,206.66
14292,Work In Progess,206.06
14267,Work In Progess,205.57
15172,Work In Progess,205.41
15902,Work In Progess,205.46
15722,Work In Progess,206.48
14262,Work In Progess,206.92
15285,Work In Progess,206.36
14301,Work In Progess,205.71
15259,Work In Progess,205.48
14523,Work In Progess,207.09
15252,Work In Progess,204.6
15597,Work In Progess,206.98
15222,Work In Progess,206.91
15585,Work In Progess,204.54
14384,Work In Progess,205.98
15261,Work In Progess,205.39
15699,Work In Progess,204.37
15551,Work In Progess,207.13
14568,Work In Progess,205.61
15591,Work In Progess,205.36
15885,Work In Progess,206.41
14247,Work In Progess,205.6
14502,Work In Progess,207.09
15482,Work In Progess,206.06
14110,Work In Progess,207
15610,Work In Progess,205.94
15378,Work In Progess,204.54
14616,Work In Progess,204.35
14396,Work In Progess,204.98
15272,Work In Progess,205.98
15200,Work In Progess,204.53
15526,Work In Progess,204.46
14362,Work In Progess,204.62
14470,Work In Progess,206.52
14254,Work In Progess,205.54
14141,Work In Progess,204.35
15822,Work In Progess,206.67
14120,Work In Progess,204.38
14574,Work In Progess,207.2
14623,Work In Progess,205.59
15466,Work In Progess,204.7
15136,Work In Progess,206.1
15682,Work In Progess,205.98
15614,Work In Progess,204.85
14375,Work In Progess,204.64
14556,Work In Progess,206.71
13899,Work In Progess,206.57
14450,Work In Progess,204.38
14744,Work In Progess,205.16
15213,Work In Progess,206.24
15662,Work In Progess,205.66
15125,Work In Progess,204.99
14171,Work In Progess,204.53
15266,Work In Progess,204.7
15841,Work In Progess,205.65
15514,Work In Progess,205.84
14529,Work In Progess,206.71
14390,Work In Progess,204.76
14495,Work In Progess,205.25
15586,Work In Progess,206.37
15557,Work In Progess,205.55
14608,Work In Progess,204.41
14352,Work In Progess,206.9
15232,Work In Progess,205.37
14170,Work In Progess,204.72
14221,Work In Progess,206.63
15423,Work In Progess,204.61
15527,Work In Progess,206.14
14211,Work In Progess,205.15
14210,Work In Progess,206.01
15568,Work In Progess,204.47
14140,Work In Progess,204.41
15522,Work In Progess,204.71
15127,Work In Progess,206.58
15236,Work In Progess,205.41
15105,Work In Progess,204.38
15262,Work In Progess,206.54
14460,Work In Progess,205.82
15155,Work In Progess,204.82
14682,Work In Progess,204.67
14220,Work In Progess,205.68
15914,Work In Progess,206.69
15245,Work In Progess,206.63
15687,Work In Progess,206.79
15175,Work In Progess,205.95
15793,Work In Progess,206.66
14264,Work In Progess,204.71
14374,Work In Progess,204.91
15229,Work In Progess,205.96
15539,Work In Progess,205.48
15248,Work In Progess,205.69
15228,Work In Progess,204.62
15536,Work In Progess,205.17
15225,Work In Progess,206.37
14724,Work In Progess,204.87
15550,Work In Progess,206.24
14711,Work In Progess,204.88
15802,Work In Progess,205.69
14272,Work In Progess,204.97
15567,Work In Progess,204.86
14385,Work In Progess,205.15
15684,Work In Progess,205.3
15111,Work In Progess,206.06
15587,Work In Progess,206.15
124303,Work In Progess,205.71
15338,Work In Progess,206.17
14440,Work In Progess,204.71
14241,Work In Progess,204.53
14282,Work In Progess,207.16
15129,Work In Progess,206.56
15053,Work In Progess,206.29
15525,Work In Progess,204.93
124334,Work In Progess,206.05
15503,Work In Progess,206.58
124302,Work In Progess,206.85
15242,Work In Progess,206.55
15096,Work In Progess,204.63
14612,Work In Progess,205.64
14828,Work In Progess,205
14572,Work In Progess,206.43
14592,Work In Progess,205.23
15582,Work In Progess,205.74
14603,Work In Progess,205.54
15576,Work In Progess,205.43
14250,Work In Progess,205.55
14277,Work In Progess,205.6
14811,Work In Progess,205.59
14921,Work In Progess,204.39
15255,Work In Progess,204.89
14240,Work In Progess,205.35
15227,Work In Progess,206.98
15196,Work In Progess,206.73
15357,Work In Progess,206.06
14398,Work In Progess,204.44
15708,Work In Progess,204.97
14283,Work In Progess,206.32
14500,Work In Progess,205.09
15922,Work In Progess,205.71
14541,Work In Progess,205.75
15235,Work In Progess,204.84
14281,Work In Progess,204.47
15270,Work In Progess,206.33
15882,Work In Progess,206.62
14152,Work In Progess,204.68
15268,Work In Progess,206.31
15915,Work In Progess,205.5
15599,Work In Progess,206.95
14540,Work In Progess,204.61
14571,Work In Progess,205.39
24921,Work In Progess,238.34
23863,Work In Progess,240.56
16974,Work In Progess,237.51
23536,Work In Progess,237
18345,Work In Progess,240.8
16976,Work In Progess,235.91
23482,Work In Progess,240.76
23864,Work In Progess,237.84
16977,Work In Progess,240.59
21957,Work In Progess,238.76
24616,Work In Progess,237.78
22626,Work In Progess,235.31
16063,Work In Progess,239.89
22862,Work In Progess,239.99
23266,Work In Progess,238.22
16971,Work In Progess,239.67
22871,Work In Progess,239.23
22900,Work In Progess,240.57
22660,Work In Progess,238.37
24520,Work In Progess,238.02
23846,Work In Progess,236.01
23556,Work In Progess,238.73
16049,Work In Progess,239
23862,Work In Progess,237.26
16269,Work In Progess,236.51
16054,Work In Progess,239.95
24594,Work In Progess,239.84
16067,Work In Progess,239.08
16088,Work In Progess,236.23
22628,Work In Progess,236.48
22901,Work In Progess,237.6
17916,Work In Progess,237.25
16947,Work In Progess,240.61
23604,Work In Progess,237.25
21857,Work In Progess,238.65
16677,Work In Progess,238.14
23884,Work In Progess,238.62
16064,Work In Progess,236.3
22624,Work In Progess,237.08
16029,Work In Progess,236.28
21908,Work In Progess,238.43
16169,Work In Progess,237.2
22864,Work In Progess,237.32
24901,Work In Progess,235.62
24817,Work In Progess,235.5
124367,Work In Progess,238.95
24794,Work In Progess,237.7
22898,Work In Progess,239.55
22881,Work In Progess,236.12
16997,Work In Progess,239.65
16018,Work In Progess,236.05
16057,Work In Progess,239.86
22870,Work In Progess,235.34
23504,Work In Progess,238.26
22630,Work In Progess,235.65
24815,Work In Progess,238.67
16034,Work In Progess,236.63
21874,Work In Progess,239.97
22907,Work In Progess,238.93
16895,Work In Progess,235.79
21923,Work In Progess,236.73
24576,Work In Progess,237.16
22914,Work In Progess,240.59
22880,Work In Progess,239.64
24189,Work In Progess,240.71
24724,Work In Progess,240.35
21847,Work In Progess,237.5
23854,Work In Progess,240.22
22931,Work In Progess,236.34
22604,Work In Progess,240.41
24923,Work In Progess,237.92
23501,Work In Progess,237.32
22851,Work In Progess,235.42
25143,Work In Progess,236.82
16277,Work In Progess,237.93
23546,Work In Progess,235.61
